"income","loan_size","collateral","city","LTV","PD"
12000,458769,250300,"MI.Detroit",1.83287654814223,0.0395793741192916
4000,392984,328200,"CA.Los.Angeles",1.19739183424741,0.000925272641740376
12000,408568,496800,"CA.Los.Angeles",0.822399355877617,0.0151909016295527
20000,284630,151600,"IL.Chicago",1.87750659630607,0.08429562808098
18000,400137,439000,"IL.Chicago",0.911473804100228,0.0396821254195583
0,355477,332200,"MI.Detroit",1.07006923540036,0.0390836997015032
8000,168994,250400,"IL.Chicago",0.674896166134185,0.00622575962592834
8000,268403,200000,"CA.Los.Angeles",1.342015,0.0490825701652927
8000,457858,437400,"MI.Detroit",1.04677183356196,0.012636148873169
10000,340202,351100,"IL.Chicago",0.968960410139561,0.0389657876181681
8000,281806,381100,"CA.Los.Angeles",0.739454211493046,0.000986604873766259
14000,334413,364000,"MI.Detroit",0.918717032967033,0.0148770049328488
2000,452724,115200,"IL.Chicago",3.92989583333333,0.12684502637057
8000,221676,176800,"IL.Chicago",1.25382352941176,0.0310973589606549
18000,292121,243600,"CA.Los.Angeles",1.19918308702791,0.00560646301179617
6000,194009,295900,"IL.Chicago",0.655657316661034,0.0120045517421882
8000,71188,100200,"IL.Chicago",0.710459081836327,0.000520703776367752
12000,311584,368500,"IL.Chicago",0.845546811397558,0.0138360039102538
6000,333281,437600,"IL.Chicago",0.761611060329068,0.0272305213309123
8000,389501,549400,"MI.Detroit",0.708957044048052,0.0132980469266028
12000,227146,347400,"IL.Chicago",0.65384571099597,0.00824798480406292
10000,404792,531800,"IL.Chicago",0.761173373448665,0.0343875795880892
6000,52799,59900,"IL.Chicago",0.881452420701169,0.0284787276038311
4000,394741,374600,"MI.Detroit",1.05376668446343,0.0359773753432013
6000,302786,297600,"IL.Chicago",1.01742607526882,0.010657870675706
14000,230672,312600,"MI.Detroit",0.737914267434421,0.0276710870201477
14000,228269,267100,"CA.Los.Angeles",0.854619992512168,0.0238783313377941
10000,332593,449200,"MI.Detroit",0.740411843276937,0.0183485473492969
6000,387245,444700,"IL.Chicago",0.870800539689678,0.0323121203294618
8000,497349,540600,"IL.Chicago",0.919994450610433,0.00855874063198143
12000,381256,351600,"CA.Los.Angeles",1.08434584755404,0.0186274507462176
12000,166945,237700,"CA.Los.Angeles",0.702334875893984,0.0115349573282487
10000,247888,203900,"CA.Los.Angeles",1.21573320255027,0.00474487619713961
14000,426597,495800,"CA.Los.Angeles",0.860421540943929,0.0121994439558656
12000,362178,400900,"IL.Chicago",0.903412322274882,0.0160907310437338
18000,284073,212200,"CA.Los.Angeles",1.3387040527804,0.0205997675566906
6000,165399,254300,"IL.Chicago",0.650408965788439,0.0311669019817332
10000,329464,384000,"IL.Chicago",0.857979166666667,0.00412717345574856
6000,235070,290400,"MI.Detroit",0.809469696969697,0.0253709503567282
10000,364737,423900,"CA.Los.Angeles",0.860431705590941,0.0397993602400899
10000,329771,328000,"MI.Detroit",1.0053993902439,0.0332861631421165
12000,173488,210100,"IL.Chicago",0.825740123750595,0.00857658033162933
8000,121066,82800,"CA.Los.Angeles",1.46214975845411,0.028999762519119
12000,176951,158500,"CA.Los.Angeles",1.11641009463722,0.0414005259156483
18000,157029,195200,"MI.Detroit",0.804451844262295,0.0272200072930996
14000,374769,440800,"IL.Chicago",0.850201905626134,0.0186178144964412
6000,254085,308200,"IL.Chicago",0.824415963659961,0.0195123353110576
10000,175411,188900,"MI.Detroit",0.92859184753838,0.0330309157374676
0,166404,169000,"CA.Los.Angeles",0.984639053254438,0.0238827391831954
12000,108288,164400,"MI.Detroit",0.658686131386861,0.0138734611954785
6000,405562,601900,"MI.Detroit",0.673802957301877,0.00854260554352704
14000,275629,442400,"IL.Chicago",0.623031193490054,0.0135884947565237
10000,261315,323300,"IL.Chicago",0.808274048871018,0.0298508588994721
14000,197975,297300,"IL.Chicago",0.665909855364951,0.0258491686766562
14000,288549,259400,"CA.Los.Angeles",1.11237085582113,0.0371850134957236
10000,302582,237100,"IL.Chicago",1.27617882749895,0.025362588360139
14000,189433,232800,"MI.Detroit",0.813715635738832,0.0371601060695698
14000,366908,373800,"MI.Detroit",0.981562332798288,0.00414728500597316
6000,325133,318700,"IL.Chicago",1.02018512707876,0.0437771902497524
4000,262233,394200,"IL.Chicago",0.665228310502283,0.0235098122763296
8000,105169,145400,"IL.Chicago",0.723308115543329,0.0241793925263739
4000,320249,347500,"MI.Detroit",0.921579856115108,0.00427167964253812
12000,227391,260900,"IL.Chicago",0.871563817554619,0.0223972003214484
14000,185869,161200,"IL.Chicago",1.15303349875931,0.00160874629211325
2000,472779,318200,"IL.Chicago",1.48579195474544,0.0520857311060757
14000,344329,383900,"IL.Chicago",0.896923678041157,0.00321721479186021
12000,425887,349500,"MI.Detroit",1.21856080114449,0.0339106801875662
4000,304166,449700,"IL.Chicago",0.676375361352012,0.0116434067023469
10000,400874,377100,"CA.Los.Angeles",1.06304428533545,0.0339722315331744
6000,271744,388600,"IL.Chicago",0.699289758106022,0.0177079447865087
16000,362052,508200,"CA.Los.Angeles",0.712420306965762,0.0282549369104029
6000,293120,288500,"MI.Detroit",1.01601386481802,0.00766264886283792
6000,375327,294800,"CA.Los.Angeles",1.27315807327001,0.0590392177160164
8000,506963,443600,"IL.Chicago",1.14283814247069,0.0400238751518375
6000,370886,298000,"CA.Los.Angeles",1.24458389261745,0.0011474805597112
16000,296097,356000,"IL.Chicago",0.831733146067416,0.00477138532850832
8000,561553,985900,"IL.Chicago",0.569584136322142,0.0107104455402184
6000,338231,594700,"CA.Los.Angeles",0.568742222969564,0.0110971818661878
10000,275329,376100,"IL.Chicago",0.732063281042276,0.0278592447134136
10000,249249,290700,"CA.Los.Angeles",0.857409700722394,0.000703381533600184
12000,315255,287100,"CA.Los.Angeles",1.09806687565308,0.026755088587778
8000,367649,258000,"MI.Detroit",1.42499612403101,0.00891175737357188
12000,355747,348100,"MI.Detroit",1.02196782533755,0.0435408235698589
8000,224753,322600,"IL.Chicago",0.696692498450093,0.0220776689149016
8000,155549,226000,"IL.Chicago",0.688269911504425,0.00165503477232486
22000,559698,393100,"CA.Los.Angeles",1.42380564741796,0.0373131281890921
14000,296004,387400,"CA.Los.Angeles",0.764078471863707,0.00422081214932857
10000,93586,95800,"CA.Los.Angeles",0.976889352818372,0.0392475805067633
18000,402318,259800,"CA.Los.Angeles",1.54856812933025,0.0355674542208088
16000,359758,406000,"CA.Los.Angeles",0.886103448275862,0.00309405432416624
12000,276187,253300,"CA.Los.Angeles",1.0903553099092,0.00144458868098243
8000,124520,153100,"IL.Chicago",0.813324624428478,0.00466919799044833
12000,285907,276100,"IL.Chicago",1.03551973922492,0.0350501113227144
14000,423651,486300,"IL.Chicago",0.871172115977792,0.0347162899365497
8000,142442,112400,"IL.Chicago",1.26727758007117,0.0173606738790249
12000,79530,82000,"IL.Chicago",0.969878048780488,0.0298887914764701
10000,303424,407800,"IL.Chicago",0.744051005394801,0.00291187324837881
14000,134724,182100,"IL.Chicago",0.739835255354201,0.0151466552098374
14000,164309,91500,"CA.Los.Angeles",1.79572677595628,0.0776993837827869
14000,240011,297300,"CA.Los.Angeles",0.807302388160108,0.00253835738171961
14000,429656,629600,"MI.Detroit",0.682426937738246,0.012087253180365
10000,194221,267900,"MI.Detroit",0.724975737215379,0.0212330164013544
18000,327110,448700,"CA.Los.Angeles",0.729017160686427,0.00770340606948911
18000,454945,378300,"MI.Detroit",1.20260375363468,0.0047943538505914
10000,299698,317800,"CA.Los.Angeles",0.943039647577092,0.00239911351363136
6000,102242,133500,"CA.Los.Angeles",0.765857677902622,0.0182264796921443
12000,331784,354300,"IL.Chicago",0.936449336720294,0.0415234803516155
2000,175775,225000,"IL.Chicago",0.781222222222222,0.0113387605775678
4000,310283,351600,"CA.Los.Angeles",0.882488623435722,0.0346201828161893
16000,369598,416600,"MI.Detroit",0.887177148343735,0.00174575549658644
6000,360583,571800,"MI.Detroit",0.630610353270374,0.0215677583271577
14000,183653,285600,"CA.Los.Angeles",0.643042717086835,0.0247378102927278
6000,241495,191900,"IL.Chicago",1.25844189682126,0.0498430678043177
10000,83012,152500,"IL.Chicago",0.544340983606557,0.00580365807452743
10000,172639,255800,"MI.Detroit",0.67489835809226,0.0165974363586447
6000,466763,378700,"CA.Los.Angeles",1.23254026934249,0.0294721238341733
4000,282778,304700,"MI.Detroit",0.928053823432885,0.0337873741397332
12000,327482,394700,"CA.Los.Angeles",0.829698505193818,0.00647507381236026
18000,440192,616300,"CA.Los.Angeles",0.714249553788739,0.020939221305481
6000,218749,308100,"MI.Detroit",0.709993508601104,0.0229941455310913
18000,311173,451300,"MI.Detroit",0.689503656104587,0.000420508091642573
8000,53996,114200,"IL.Chicago",0.472819614711033,0.00202979362320201
12000,384727,401500,"IL.Chicago",0.958224159402242,0.0123686723896741
14000,278136,259400,"IL.Chicago",1.07222821896685,0.0110360814891235
4000,289685,420500,"IL.Chicago",0.688906064209275,0.01776613951996
4000,308406,540700,"MI.Detroit",0.570382837063066,0.0236519270411508
4000,394792,537000,"CA.Los.Angeles",0.735180633147114,0.0117052340127125
6000,321567,452900,"CA.Los.Angeles",0.710017663943475,0.0124635694717748
8000,388004,280300,"IL.Chicago",1.38424545130218,0.01500641636099
8000,284730,326800,"MI.Detroit",0.871266829865361,0.0095542560436771
14000,337902,403700,"MI.Detroit",0.837012633143423,0.000545287909899885
10000,293315,272900,"IL.Chicago",1.0748076218395,0.0164209780510331
12000,468502,373700,"IL.Chicago",1.25368477388279,0.000661554205905998
8000,148080,241800,"IL.Chicago",0.612406947890819,0.0300483802875398
2000,380098,568500,"CA.Los.Angeles",0.668598065083553,0.0102377305757813
24000,254969,391100,"CA.Los.Angeles",0.651927895678855,0.00809915490131025
8000,150186,235300,"MI.Detroit",0.638274543136422,0.00711587469059047
18000,392798,269200,"MI.Detroit",1.45913075780089,0.0248902472552638
12000,227940,299000,"IL.Chicago",0.762341137123746,0.014440590802693
8000,174345,188700,"MI.Detroit",0.923926868044515,0.00743573157535977
26000,274205,315700,"IL.Chicago",0.868561925878999,0.00114577544479969
8000,288203,296300,"IL.Chicago",0.972672966587918,0.0184641156598951
14000,315081,197200,"IL.Chicago",1.5977738336714,0.0654079157987977
6000,335914,522900,"CA.Los.Angeles",0.642405813731115,0.027275534385555
16000,142279,79100,"CA.Los.Angeles",1.79872313527181,0.0305939101957981
4000,322110,465300,"IL.Chicago",0.692263056092843,0.00203394067811021
12000,345754,529000,"CA.Los.Angeles",0.653599243856333,0.030189597374811
16000,399516,383200,"CA.Los.Angeles",1.04257828810021,0.0217503649364117
6000,363568,372100,"IL.Chicago",0.977070679924751,0.0325565230975188
4000,401677,508500,"CA.Los.Angeles",0.789925270403147,0.0193406144035837
20000,160668,219200,"IL.Chicago",0.732974452554744,0.00690722301301341
4000,226275,317600,"IL.Chicago",0.712452770780856,0.02273616042969
2000,402369,422600,"IL.Chicago",0.952127307146238,0.0356358784481688
6000,402346,612700,"CA.Los.Angeles",0.656677003427452,0.01412980126233
12000,190990,183800,"IL.Chicago",1.03911860718172,0.0402731909301816
10000,265695,474100,"IL.Chicago",0.560419742670323,0.00093679528245694
6000,335497,518300,"MI.Detroit",0.647302720432182,0.0113277843027159
16000,305842,325800,"IL.Chicago",0.938741559238797,0.022717874871946
14000,206351,209700,"MI.Detroit",0.984029566046733,0.0312956566234262
6000,280609,389100,"MI.Detroit",0.721174505268569,0.0241710351097577
14000,168306,54000,"MI.Detroit",3.11677777777778,0.00853130590143717
10000,114817,129700,"CA.Los.Angeles",0.885250578257517,0.0130385774000451
16000,249783,290300,"IL.Chicago",0.860430589045815,0.031944685890274
12000,216080,227900,"CA.Los.Angeles",0.948135146994296,0.0263715250927345
6000,330634,368700,"CA.Los.Angeles",0.89675617032818,0.00994211259491244
4000,153013,173000,"IL.Chicago",0.884468208092485,0.0213145100099837
6000,248635,483000,"IL.Chicago",0.514772256728778,0.00316465000188044
10000,221801,130500,"CA.Los.Angeles",1.6996245210728,0.00485343707388479
10000,421064,333100,"IL.Chicago",1.26407685379766,0.0178464869887836
6000,485779,524200,"IL.Chicago",0.92670545593285,0.0340978014762544
14000,330420,335300,"IL.Chicago",0.985445869370713,0.0300824129318067
2000,477981,443300,"IL.Chicago",1.07823370178209,0.0295987909225854
10000,268671,341100,"IL.Chicago",0.787660510114336,0.00198065865382795
10000,99246,114500,"MI.Detroit",0.866777292576419,0.010687613324357
6000,231230,233400,"IL.Chicago",0.99070265638389,0.0256434663185825
16000,302702,372600,"IL.Chicago",0.812404723564144,0.00335983494016667
14000,367452,222800,"IL.Chicago",1.64924596050269,0.0397346597936968
2000,95174,129300,"MI.Detroit",0.736071152358855,0.00583828381935173
16000,216324,333000,"CA.Los.Angeles",0.649621621621622,0.00225236518869957
6000,317119,240700,"CA.Los.Angeles",1.317486497715,0.0225625624616516
10000,263147,183900,"CA.Los.Angeles",1.43092441544318,0.0586688051424105
0,347585,368200,"MI.Detroit",0.944011406844106,0.0138761360428224
10000,344625,276400,"CA.Los.Angeles",1.24683429811867,0.0100719205751027
12000,392240,330900,"MI.Detroit",1.18537322453914,0.00746578003787322
6000,368495,433200,"CA.Los.Angeles",0.850634810710988,0.0404024382776254
2000,250490,196900,"IL.Chicago",1.2721686135094,0.0531609523049005
8000,231711,200800,"CA.Los.Angeles",1.15393924302789,0.0281067868904067
8000,214016,221600,"CA.Los.Angeles",0.965776173285199,0.0219183970774231
10000,453949,557800,"IL.Chicago",0.813820365722481,0.000354239195474199
16000,294528,316600,"IL.Chicago",0.93028427037271,0.00427634211278986
16000,304718,322200,"MI.Detroit",0.945741775294848,0.0131409606766994
8000,365024,435600,"IL.Chicago",0.837979797979798,0.0314125145101318
6000,342626,416400,"CA.Los.Angeles",0.822829010566763,0.0280857179546142
10000,241044,313100,"CA.Los.Angeles",0.769862663685723,0.0319136455862519
10000,256012,243400,"MI.Detroit",1.05181594083813,0.047751743794787
12000,277041,187800,"MI.Detroit",1.47519169329073,0.0136203452656271
12000,410994,520500,"IL.Chicago",0.789613832853026,0.0164420643657551
18000,351006,289300,"CA.Los.Angeles",1.21329415831317,0.0213016156559826
12000,176170,254200,"CA.Los.Angeles",0.693036978756884,0.0012433332572965
10000,510209,864400,"CA.Los.Angeles",0.590246413697362,0.00188957411450534
16000,248648,393800,"IL.Chicago",0.631406805485018,0.0063983442079325
4000,418489,413500,"CA.Los.Angeles",1.01206529625151,0.0432453897422475
8000,404827,510500,"IL.Chicago",0.793000979431929,0.0351452762002384
14000,218611,163800,"IL.Chicago",1.33462148962149,0.0234683354935962
8000,212177,332700,"CA.Los.Angeles",0.637742711151187,0.00137226578471503
20000,234018,265300,"MI.Detroit",0.882088202035432,0.0155359144281361
6000,289913,256600,"CA.Los.Angeles",1.12982462977397,0.00619147633008234
12000,312525,366800,"MI.Detroit",0.852031079607416,0.0205333530616855
18000,264376,308200,"IL.Chicago",0.85780661907852,0.0201505994865989
8000,250086,350000,"CA.Los.Angeles",0.714531428571429,0.0323025872617456
10000,419564,486500,"CA.Los.Angeles",0.862413155190134,0.000679537596086754
10000,169995,261900,"CA.Los.Angeles",0.649083619702176,0.0318798702136078
14000,496760,416000,"CA.Los.Angeles",1.19413461538462,0.0443171946253827
16000,307177,372300,"CA.Los.Angeles",0.825079237174322,0.00841342722423073
18000,315079,441800,"CA.Los.Angeles",0.71317111815301,0.0114936941156677
14000,382507,614000,"IL.Chicago",0.622975570032573,0.0179796295468452
8000,346127,221400,"MI.Detroit",1.5633559168925,0.0189781901711486
16000,330532,279100,"CA.Los.Angeles",1.18427803654604,0.0235979921279249
10000,167232,206100,"IL.Chicago",0.811411935953421,0.00453568853463929
10000,41324,104800,"IL.Chicago",0.394312977099237,0.00575375994275065
6000,367222,402600,"IL.Chicago",0.912126179831098,0.0108172866739403
10000,295197,321500,"CA.Los.Angeles",0.918186625194401,0.0301194589468572
2000,271754,243700,"IL.Chicago",1.11511694706606,0.013995042859684
10000,226329,207000,"CA.Los.Angeles",1.0933768115942,0.0307470848915791
10000,347133,516400,"MI.Detroit",0.672217273431448,0.00478443525705309
0,180440,149300,"IL.Chicago",1.2085733422639,0.010269121621222
6000,405382,323300,"IL.Chicago",1.25388802969378,0.0163331710205251
6000,215453,193200,"IL.Chicago",1.11518115942029,0.0234659032036712
10000,144009,243500,"IL.Chicago",0.59141273100616,0.0212899291706922
14000,284868,241600,"IL.Chicago",1.17908940397351,0.00207590648712608
6000,355340,382200,"MI.Detroit",0.929722658294087,0.0167187336980475
16000,282995,429600,"IL.Chicago",0.658740689013035,0.00863495604823101
22000,279762,281000,"CA.Los.Angeles",0.995594306049822,0.0153056429448131
10000,534230,788600,"IL.Chicago",0.677441034745118,0.011610987441518
12000,410580,303400,"MI.Detroit",1.35326301911668,0.0134453786545531
12000,273422,328500,"IL.Chicago",0.832334855403349,0.0282919360536662
22000,385265,326900,"IL.Chicago",1.17854083817681,0.0426012768405684
8000,215502,234200,"IL.Chicago",0.920162254483348,0.0149836903854585
4000,202823,328000,"IL.Chicago",0.618362804878049,0.0248855542422575
26000,241837,315000,"CA.Los.Angeles",0.767736507936508,0.0190839097584212
8000,557294,582200,"IL.Chicago",0.95722088629337,0.0430221490457655
6000,348616,427100,"CA.Los.Angeles",0.816239756497307,0.0328272849858567
8000,334952,324300,"MI.Detroit",1.03284613012643,0.0339632019301747
8000,226814,243700,"IL.Chicago",0.930709889208043,0.0356547319179174
10000,416484,378900,"IL.Chicago",1.09919239904988,0.0315118481774556
14000,222823,284300,"IL.Chicago",0.783760112557158,0.01939177538035
4000,378718,568500,"MI.Detroit",0.666170624450308,0.0146808330718133
12000,170199,125900,"CA.Los.Angeles",1.35185861795075,0.0572688320165022
10000,314846,268600,"IL.Chicago",1.17217423678332,0.0220446031319371
18000,414904,395800,"IL.Chicago",1.04826680141486,0.00719546428335687
2000,221488,114600,"CA.Los.Angeles",1.93270506108202,0.0630301389043816
10000,264809,316100,"IL.Chicago",0.837738057576716,0.0113278137751148
10000,204066,245900,"IL.Chicago",0.829873932492883,0.0304330584477444
6000,333719,486200,"CA.Los.Angeles",0.6863821472645,0.0140894083215932
14000,293949,269800,"CA.Los.Angeles",1.08950704225352,0.0094465225135168
20000,298635,590900,"MI.Detroit",0.505390082924353,0.0107214636287375
8000,289399,384100,"IL.Chicago",0.753447019005467,0.0116112361254946
12000,352685,339200,"CA.Los.Angeles",1.03975530660377,0.0480620701023493
12000,135764,140400,"MI.Detroit",0.966980056980057,0.006341070889159
16000,313747,337100,"CA.Los.Angeles",0.930723820824681,0.0344082829856103
4000,206413,267400,"IL.Chicago",0.771925953627524,0.0317880235768005
22000,305211,401700,"CA.Los.Angeles",0.759798356982823,0.0106063379816036
14000,163360,188600,"IL.Chicago",0.866171792152704,0.00824602388678077
20000,177752,141700,"IL.Chicago",1.25442484121383,0.043682425013487
6000,339123,273800,"IL.Chicago",1.23857925493061,0.0381813542613431
10000,272631,453700,"IL.Chicago",0.600905884946,0.0170441259744942
8000,142983,132700,"IL.Chicago",1.07749058025622,0.0301999669022954
4000,273812,400600,"MI.Detroit",0.683504742885672,0.0135418341412824
16000,235363,219000,"MI.Detroit",1.07471689497717,0.0472892977271835
10000,383645,208900,"CA.Los.Angeles",1.83650071804691,0.0733687043018375
18000,315393,353000,"IL.Chicago",0.893464589235128,0.0438890625926564
18000,500208,438900,"IL.Chicago",1.13968557758031,0.011938101126002
18000,283001,201400,"MI.Detroit",1.4051688182721,0.0380124088183338
8000,503595,593900,"MI.Detroit",0.847945782118202,0.00638267353602529
6000,444190,621000,"IL.Chicago",0.715281803542673,0.0228431367373524
6000,570623,414900,"MI.Detroit",1.37532658471921,0.00318285945470993
16000,444923,564100,"MI.Detroit",0.78873072150328,0.0316960550226367
12000,329041,285000,"IL.Chicago",1.1545298245614,0.0478432723541422
26000,266369,253900,"MI.Detroit",1.0491098857818,0.00294506620714722
16000,162610,240900,"IL.Chicago",0.675010377750104,0.0279814889513973
14000,409861,519900,"MI.Detroit",0.788345835737642,0.00611140680119253
10000,246515,405400,"CA.Los.Angeles",0.608078441045881,0.029330704771913
22000,356576,384800,"IL.Chicago",0.926652806652807,0.023049130186123
8000,221871,193100,"IL.Chicago",1.14899533920249,0.00336999969716388
4000,375299,455500,"CA.Los.Angeles",0.823927552140505,0.0200599761791409
6000,417886,424400,"IL.Chicago",0.984651272384543,0.041043920559235
14000,339955,569500,"CA.Los.Angeles",0.596935908691835,0.00617933044410732
10000,315962,422300,"MI.Detroit",0.748193227563344,0.021101613554512
10000,133106,193200,"IL.Chicago",0.688954451345756,0.00737126117816564
10000,246613,387900,"CA.Los.Angeles",0.635764372260892,0.000407304177255499
12000,301175,246900,"IL.Chicago",1.21982584042122,0.000518683411185971
20000,316981,309800,"CA.Los.Angeles",1.02317947062621,0.00352400498743041
6000,316700,279900,"IL.Chicago",1.13147552697392,0.0206841963058876
18000,266773,407200,"CA.Los.Angeles",0.655139980353635,0.0299041012582187
14000,349612,343000,"MI.Detroit",1.01927696793003,0.00374858474189269
12000,424472,350600,"CA.Los.Angeles",1.2107016543069,0.0159018835566874
10000,189398,99800,"IL.Chicago",1.8977755511022,0.0402470734844545
10000,269727,252400,"CA.Los.Angeles",1.06864896988906,0.050792847537709
14000,192493,324700,"CA.Los.Angeles",0.592833384662766,0.0279221777671224
14000,96701,111000,"IL.Chicago",0.87118018018018,0.0170366740998479
14000,210286,251500,"CA.Los.Angeles",0.836127236580517,0.0135226307957432
6000,350361,594000,"IL.Chicago",0.589833333333333,0.025725149665998
10000,260933,336600,"MI.Detroit",0.77520202020202,0.0289268491268622
12000,254342,273000,"IL.Chicago",0.931655677655678,0.00845859033915593
8000,409791,629800,"CA.Los.Angeles",0.65066846617974,0.0216142598684442
10000,300061,255900,"IL.Chicago",1.17257131692067,0.0420544777226704
6000,313882,475600,"MI.Detroit",0.659970563498738,0.0151213664538085
8000,226173,55900,"MI.Detroit",4.04602862254025,0.131996528045431
10000,472602,650700,"IL.Chicago",0.726297833102812,0.0169637284379278
14000,86539,130400,"CA.Los.Angeles",0.66364263803681,0.000426116354382926
10000,188835,373500,"MI.Detroit",0.505582329317269,0.0221661066356513
18000,362928,520300,"IL.Chicago",0.697536036901787,0.000880098378191613
6000,245075,400900,"IL.Chicago",0.611312047892242,0.0256610530457474
6000,246813,327800,"MI.Detroit",0.752937766931056,0.036126438288188
8000,206547,243700,"MI.Detroit",0.847546163315552,0.0191031452652081
10000,337086,333700,"IL.Chicago",1.01014683847767,0.0238568740583078
8000,469184,615500,"IL.Chicago",0.762281072298944,0.0153029184116098
4000,380529,327700,"CA.Los.Angeles",1.16121147390906,0.0485839521367844
6000,238437,297300,"IL.Chicago",0.802008072653885,0.00359538427501338
10000,278306,447300,"IL.Chicago",0.622190923317684,0.0119888014962437
8000,303539,357500,"IL.Chicago",0.84906013986014,0.0365291938821316
10000,353936,663600,"MI.Detroit",0.53335744424352,0.00295946569888947
4000,364642,391400,"CA.Los.Angeles",0.931635155850792,0.0352230698681722
10000,249766,174200,"MI.Detroit",1.43378874856487,0.0375925889589788
4000,152182,164100,"IL.Chicago",0.927373552711761,0.00150982070261258
12000,385233,430800,"IL.Chicago",0.894227019498607,0.0146802175774476
10000,334238,342000,"MI.Detroit",0.977304093567251,0.0116854844326398
20000,207853,283100,"CA.Los.Angeles",0.73420346167432,0.0153146138361128
6000,282375,397500,"IL.Chicago",0.710377358490566,0.0295789875270017
12000,146676,167800,"IL.Chicago",0.874112038140644,0.0436933795805525
10000,287297,338200,"CA.Los.Angeles",0.849488468361916,0.0234938488550365
2000,400192,383500,"MI.Detroit",1.04352542372881,0.0265625811132334
10000,206242,252800,"CA.Los.Angeles",0.815830696202532,0.00742483252020786
10000,225800,294100,"IL.Chicago",0.767766065963958,0.00593444310291456
10000,464048,624900,"IL.Chicago",0.742595615298448,0.0168096389460133
12000,305244,563600,"IL.Chicago",0.541596877217885,0.0047452010379912
12000,314629,362100,"IL.Chicago",0.868900856117095,0.0390196868629964
2000,278298,401200,"MI.Detroit",0.693664007976072,0.0135046988983625
8000,213955,263400,"IL.Chicago",0.812281700835232,0.0138787363040497
16000,325209,299700,"CA.Los.Angeles",1.08511511511512,0.00804612713852511
8000,344715,536600,"IL.Chicago",0.642405888930302,0.00250782775425164
12000,443276,174200,"CA.Los.Angeles",2.5446383467279,0.0906823838051832
12000,111295,108400,"IL.Chicago",1.02670664206642,0.0442889048149237
10000,254110,276500,"IL.Chicago",0.919023508137432,0.0180507875968034
12000,123378,162500,"IL.Chicago",0.759249230769231,0.0206933650961442
6000,404691,346400,"IL.Chicago",1.16827655889145,0.0254051441976378
14000,238974,321400,"MI.Detroit",0.743540759178594,0.00313638734886673
8000,333264,403700,"CA.Los.Angeles",0.825523903889027,0.00479232285270162
22000,189125,160700,"IL.Chicago",1.17688238954574,0.000120165799498484
6000,207464,257200,"IL.Chicago",0.806625194401244,0.0030245323136165
14000,361575,451700,"MI.Detroit",0.8004759796325,0.0380119663372724
6000,364758,402600,"CA.Los.Angeles",0.906005961251863,0.0239948981230705
12000,447673,225600,"IL.Chicago",1.98436613475177,0.0507861618448315
12000,147324,136900,"CA.Los.Angeles",1.07614317019722,0.0027611698904653
24000,165204,189900,"CA.Los.Angeles",0.869952606635071,0.00821600870920072
6000,303543,406000,"IL.Chicago",0.747642857142857,0.0125109016496073
10000,483291,686500,"IL.Chicago",0.703992716678806,0.00823908456016143
6000,362871,376000,"CA.Los.Angeles",0.965082446808511,0.03855922061702
4000,258011,226100,"IL.Chicago",1.14113666519239,0.0350055611949118
8000,306735,375000,"IL.Chicago",0.81796,0.0169733258504639
4000,431705,352800,"MI.Detroit",1.22365362811791,0.0366228151202724
10000,354091,501700,"IL.Chicago",0.705782340043851,0.00920686945053957
8000,326294,241600,"MI.Detroit",1.35055463576159,0.0492406312264348
6000,468255,560500,"CA.Los.Angeles",0.835423728813559,0.000717944344339924
8000,288068,391800,"IL.Chicago",0.73524247064829,0.0360933343650505
8000,442706,632200,"IL.Chicago",0.700262575134451,0.0109990807344574
6000,272711,317100,"MI.Detroit",0.860015767896563,0.00934445191640877
14000,420099,328700,"CA.Los.Angeles",1.27806206267113,0.0203773785824021
6000,219715,242400,"IL.Chicago",0.90641501650165,0.000189902250742019
14000,295908,351400,"CA.Los.Angeles",0.842083096186682,0.0176341807654933
8000,253784,303000,"CA.Los.Angeles",0.83757095709571,0.0414338018662438
8000,247324,240000,"IL.Chicago",1.03051666666667,0.00736552657984721
8000,305568,354700,"IL.Chicago",0.861482943332394,0.0260980113462551
12000,225555,294600,"IL.Chicago",0.765631364562118,0.0195670933282959
6000,393818,482900,"IL.Chicago",0.815527024228619,0.0280639255485871
12000,388785,451900,"IL.Chicago",0.860334144722284,0.0221059567115906
8000,192220,270100,"IL.Chicago",0.711662347278786,0.00696626231376728
8000,442714,385800,"CA.Los.Angeles",1.14752203214101,0.00120708141836339
12000,317616,383100,"CA.Los.Angeles",0.829068128425998,0.0193139337626991
18000,229893,270900,"CA.Los.Angeles",0.848626799557032,0.0174203865124286
6000,97661,126900,"MI.Detroit",0.769590228526399,0.038153845069042
6000,244160,268100,"CA.Los.Angeles",0.910704960835509,0.00316676833698473
10000,309348,241400,"CA.Los.Angeles",1.28147473073737,0.0587343576890737
6000,218147,163500,"IL.Chicago",1.33423241590214,0.0309271186152855
12000,234421,257400,"IL.Chicago",0.910726495726496,0.00300319947739197
10000,221539,257900,"MI.Detroit",0.859011244668476,0.0247708004290607
6000,136567,118800,"MI.Detroit",1.14955387205387,0.0114023294903047
6000,207075,102500,"CA.Los.Angeles",2.02024390243902,0.0690930531529238
18000,213718,317000,"IL.Chicago",0.67418927444795,0.0157780019823374
8000,302789,207700,"IL.Chicago",1.45781896966779,0.000863239684464178
